sample_time,t90,calcium,bromine,is_in_spec,calcium_stearate,volatile,online_volatile,stabilizer,mooney,antioxidant,FIC_C51401_PV_F_CV__last,FIC_C51401_PV_F_CV__mean,FIC_C51401_PV_F_CV__std,FIC_C51401_PV_F_CV__min,FIC_C51401_PV_F_CV__max,FIC_C51401_PV_F_CV__delta,FIC_C51401_PV_F_CV__valid_ratio,FIC_C51401_PV_F_CV__slope,FI_C54051_PV_F_CV__last,FI_C54051_PV_F_CV__mean,FI_C54051_PV_F_CV__std,FI_C54051_PV_F_CV__min,FI_C54051_PV_F_CV__max,FI_C54051_PV_F_CV__delta,FI_C54051_PV_F_CV__valid_ratio,FI_C54051_PV_F_CV__slope,FIC_C53051A_PV_F_CV__last,FIC_C53051A_PV_F_CV__mean,FIC_C53051A_PV_F_CV__std,FIC_C53051A_PV_F_CV__min,FIC_C53051A_PV_F_CV__max,FIC_C53051A_PV_F_CV__delta,FIC_C53051A_PV_F_CV__valid_ratio,FIC_C53051A_PV_F_CV__slope,TI_C54002_PV_F_CV__last,TI_C54002_PV_F_CV__mean,TI_C54002_PV_F_CV__std,TI_C54002_PV_F_CV__min,TI_C54002_PV_F_CV__max,TI_C54002_PV_F_CV__delta,TI_C54002_PV_F_CV__valid_ratio,TI_C54002_PV_F_CV__slope,TI_C50604_PV_F_CV__last,TI_C50604_PV_F_CV__mean,TI_C50604_PV_F_CV__std,TI_C50604_PV_F_CV__min,TI_C50604_PV_F_CV__max,TI_C50604_PV_F_CV__delta,TI_C50604_PV_F_CV__valid_ratio,TI_C50604_PV_F_CV__slope,TI_C53205_PV_F_CV__last,TI_C53205_PV_F_CV__mean,TI_C53205_PV_F_CV__std,TI_C53205_PV_F_CV__min,TI_C53205_PV_F_CV__max,TI_C53205_PV_F_CV__delta,TI_C53205_PV_F_CV__valid_ratio,TI_C53205_PV_F_CV__slope,TI_CM53201_PV_F_CV__last,TI_CM53201_PV_F_CV__mean,TI_CM53201_PV_F_CV__std,TI_CM53201_PV_F_CV__min,TI_CM53201_PV_F_CV__max,TI_CM53201_PV_F_CV__delta,TI_CM53201_PV_F_CV__valid_ratio,TI_CM53201_PV_F_CV__slope,TI_CM54001_PV_F_CV__last,TI_CM54001_PV_F_CV__mean,TI_CM54001_PV_F_CV__std,TI_CM54001_PV_F_CV__min,TI_CM54001_PV_F_CV__max,TI_CM54001_PV_F_CV__delta,TI_CM54001_PV_F_CV__valid_ratio,TI_CM54001_PV_F_CV__slope,TI_CM53001_PV_F_CV__last,TI_CM53001_PV_F_CV__mean,TI_CM53001_PV_F_CV__std,TI_CM53001_PV_F_CV__min,TI_CM53001_PV_F_CV__max,TI_CM53001_PV_F_CV__delta,TI_CM53001_PV_F_CV__valid_ratio,TI_CM53001_PV_F_CV__slope,FIC_C30501_PV_F_CV__last,FIC_C30501_PV_F_CV__mean,FIC_C30501_PV_F_CV__std,FIC_C30501_PV_F_CV__min,FIC_C30501_PV_F_CV__max,FIC_C30501_PV_F_CV__delta,FIC_C30501_PV_F_CV__valid_ratio,FIC_C30501_PV_F_CV__slope,FI_C53001_PV_F_CV__last,FI_C53001_PV_F_CV__mean,FI_C53001_PV_F_CV__std,FI_C53001_PV_F_CV__min,FI_C53001_PV_F_CV__max,FI_C53001_PV_F_CV__delta,FI_C53001_PV_F_CV__valid_ratio,FI_C53001_PV_F_CV__slope,FIC_C51001_PV_F_CV__last,FIC_C51001_PV_F_CV__mean,FIC_C51001_PV_F_CV__std,FIC_C51001_PV_F_CV__min,FIC_C51001_PV_F_CV__max,FIC_C51001_PV_F_CV__delta,FIC_C51001_PV_F_CV__valid_ratio,FIC_C51001_PV_F_CV__slope,FIC_C51003_PV_F_CV__last,FIC_C51003_PV_F_CV__mean,FIC_C51003_PV_F_CV__std,FIC_C51003_PV_F_CV__min,FIC_C51003_PV_F_CV__max,FIC_C51003_PV_F_CV__delta,FIC_C51003_PV_F_CV__valid_ratio,FIC_C51003_PV_F_CV__slope,FIC_C51605_PV_F_CV__last,FIC_C51605_PV_F_CV__mean,FIC_C51605_PV_F_CV__std,FIC_C51605_PV_F_CV__min,FIC_C51605_PV_F_CV__max,FIC_C51605_PV_F_CV__delta,FIC_C51605_PV_F_CV__valid_ratio,FIC_C51605_PV_F_CV__slope,PI_C51301_S_PV_CV__last,PI_C51301_S_PV_CV__mean,PI_C51301_S_PV_CV__std,PI_C51301_S_PV_CV__min,PI_C51301_S_PV_CV__max,PI_C51301_S_PV_CV__delta,PI_C51301_S_PV_CV__valid_ratio,PI_C51301_S_PV_CV__slope,PI_C51101A_S_PV_CV__last,PI_C51101A_S_PV_CV__mean,PI_C51101A_S_PV_CV__std,PI_C51101A_S_PV_CV__min,PI_C51101A_S_PV_CV__max,PI_C51101A_S_PV_CV__delta,PI_C51101A_S_PV_CV__valid_ratio,PI_C51101A_S_PV_CV__slope,PI_C51203A_S_PV_CV__last,PI_C51203A_S_PV_CV__mean,PI_C51203A_S_PV_CV__std,PI_C51203A_S_PV_CV__min,PI_C51203A_S_PV_CV__max,PI_C51203A_S_PV_CV__delta,PI_C51203A_S_PV_CV__valid_ratio,PI_C51203A_S_PV_CV__slope,PI_C51203B_S_PV_CV__last,PI_C51203B_S_PV_CV__mean,PI_C51203B_S_PV_CV__std,PI_C51203B_S_PV_CV__min,PI_C51203B_S_PV_CV__max,PI_C51203B_S_PV_CV__delta,PI_C51203B_S_PV_CV__valid_ratio,PI_C51203B_S_PV_CV__slope
2024-01-20 07:00:00,8.8,2.26,1.98,0,2.26,0.15,,1.3,30.8,0.03,1180.5685,1180.5356,2.687736031805697,1177.5084,1185.7374,-5.168899999999894,0.4,-0.3996649999999548,597.9274,597.8547833333333,0.14150761365461495,597.6472,598.0185,-0.04989999999997963,0.4,-0.01047299999998007,8.5813,8.5296,0.03467708176879951,8.4657,8.5813,0.04320000000000057,0.4,0.0002350000000000659,84.5239,84.5937,0.059718059803270544,84.5239,84.7142,-0.19030000000000769,0.4,-0.014586999999999439,43.0803,43.047650000000004,0.024272463822199115,43.0067,43.0803,0.073599999999999,0.4,0.0057830000000022724,99.0103,99.11553333333335,0.07873577472929454,99.0103,99.2414,-0.23109999999999786,0.4,-0.018451999999997002,74.9484,74.9607,0.0199102151336109,74.9291,74.9834,0.019300000000001205,0.4,0.0027810000000046253,75.0044,75.03426666666667,0.01987021780342429,75.0044,75.0603,-0.015799999999998704,0.4,-0.00011199999999498478,73.2005,73.17483333333332,0.01815706168103603,73.1421,73.2005,0.02740000000000009,0.4,0.0019220000000030068,116.8746,116.90243333333332,0.13516514179164668,116.7105,117.1524,0.058400000000006,0.4,0.012685000000007302,68.9305,71.43808666666665,3.8378363357264487,65.8833,78.7462,-9.815700000000007,1.0,-0.12464321428571629,52949.5703,52890.89778333334,39.385913171226726,52845.707,52949.5703,103.86329999999725,0.4,8.137385000001812,2955.6758,2954.3048833333337,1.8992616340888333,2952.2649,2957.7209,1.3258999999998196,0.4,0.15969100000014883,6434.8384,6424.681966666667,7.6145009433026205,6415.7661,6434.8384,17.515199999999822,0.4,1.137808000000239,317.2707,318.47316666666666,0.9149477301403172,317.2707,319.8842,-2.6135000000000446,0.4,-0.1981239999999941,359.65,360.4768666666667,0.9815722161693297,358.9199,361.7297,-0.7400000000000091,0.4,-0.08952099999998545,351.0257,352.1802200000001,0.9685695075384837,351.0257,354.1701,-2.978800000000035,1.0,-0.17797250000000092,-5.4036,-5.38485,0.16513565887879383,-5.5974,-5.13,-0.27360000000000007,0.4,-0.025867000000000303
2024-01-20 15:00:00,8.7,2.18,1.98,1,2.18,0.21,,1.4,30.7,0.03,1177.6631,1177.7395090909092,0.053516734078645024,1177.6631,1177.8215,-0.15840000000002874,0.7333333333333333,-0.012185175664077197,598.9244,599.0466363636363,0.20865867418838047,598.7887,599.5766,-0.6521999999999935,0.7333333333333333,-0.03438980291345838,9.0826,9.080881818181817,0.001214172506702803,9.079,9.0826,0.0035999999999987153,0.7333333333333333,0.00027639245929713974,86.3528,86.36707272727273,0.041008559880482846,86.3113,86.4247,-0.07189999999999941,0.7333333333333333,-0.008218808911743345,40.9088,40.90019090909091,0.01304986621634339,40.8741,40.9178,0.03470000000000084,0.7333333333333333,0.0024633247643517367,98.7179,98.76760909090909,0.05552441648902042,98.7179,98.866,-0.14809999999999945,0.7333333333333333,-0.011456083976008658,74.3904,74.38093636363637,0.02198173922837045,74.3305,74.4091,-0.018699999999995498,0.7333333333333333,-0.00031242502142442004,75.1396,75.12602727272726,0.014299274673855437,75.0889,75.1409,0.050700000000006185,0.7333333333333333,0.0010574978577564003,73.3092,73.3322,0.015945703325518337,73.3046,73.3608,-0.02389999999999759,0.7333333333333333,-0.0020883033419031383,120.8555,121.19824545454549,0.1674945446256043,120.8555,121.4212,-0.4521999999999906,0.7333333333333333,-0.01680994001713843,77.432,70.99924,4.001513336526569,62.7601,77.432,3.509200000000007,1.0,-0.07820249999999988,53138.3672,53079.58808181818,47.46899706939515,53010.0703,53166.9766,93.3047000000006,0.7333333333333333,6.006949871463315,2973.6851,2970.6100454545453,2.2344512262476486,2966.3547,2973.6851,7.330400000000282,0.7333333333333333,0.4967354755783711,6452.8252,6444.1034272727275,16.26333998130278,6415.3184,6473.5249,-20.69970000000012,0.7333333333333333,-0.15396568123415533,322.0322,320.85235454545455,0.8198332129310134,318.9959,322.0473,1.383800000000008,0.7333333333333333,0.08001139674378183,365.0765,365.4709090909091,0.6025211357357171,364.5414,366.64,0.5350999999999999,0.7333333333333333,0.08877776349613457,357.2543,356.4236133333333,0.6298455608233643,354.82,357.2543,0.14670000000000982,1.0,-0.006123214285709698,-5.67,-5.420509090909091,0.1748402879229834,-5.67,-5.13,-0.06669999999999998,0.7333333333333333,-0.008261439588688772
2024-01-20 23:00:00,8.7,2.22,1.97,1,2.22,0.08,,1.4,30.6,0.03,1215.1211,1211.7672800000003,4.317149625806331,1204.7108,1220.0365,5.046500000000151,0.6666666666666666,0.45152086167791783,598.9565,598.70434,0.13081602501221193,598.5469,598.9565,0.17889999999999873,0.6666666666666666,0.013117573696107287,9.0672,9.02148,0.01981023977643871,8.9981,9.0672,0.06909999999999883,0.6666666666666666,0.004679024943310012,84.5319,84.68075999999999,0.07403306288409225,84.5319,84.7525,-0.22060000000000457,0.6666666666666666,-0.017377210884359603,42.1126,42.08757000000001,0.012151464932262167,42.0755,42.1126,0.033299999999997,0.6666666666666666,0.0024071428571396294,98.7666,98.70105000000001,0.022864437452077432,98.684,98.7666,0.08259999999999934,0.6666666666666666,0.004722789115638077,73.8046,73.84394,0.016418842833769272,73.8046,73.8639,-0.054400000000001114,0.6666666666666666,-0.0023858276644038215,74.4956,74.50685,0.011966390433208487,74.4898,74.5281,-0.011899999999997135,0.6666666666666666,-0.0007760770975109777,72.357,72.34761,0.017226807597463548,72.3119,72.3729,0.045100000000005025,0.6666666666666666,0.0014867346938744032,115.8866,115.60249000000002,0.1458129723309965,115.3773,115.8866,0.32439999999999714,0.6666666666666666,0.025572222222215748,73.1112,72.85281333333333,2.9331566163132576,65.6086,76.4,3.8948000000000036,1.0,-0.23487464285714094,53431.3008,53472.942169999995,21.577204095992712,53431.3008,53516.6484,-44.460900000005495,0.6666666666666666,-3.013827551025949,3073.8374,3073.53747,3.667326189214728,3065.582,3080.0725,-6.23510000000033,0.6666666666666666,0.04777732426288994,6661.0903,6660.97494,0.05636774254842777,6660.9023,6661.0903,0.18800000000010186,0.6666666666666666,0.013420861677483128,322.05,322.17879000000005,0.6410839452833005,320.9196,323.1584,0.30970000000002074,0.6666666666666666,-0.03028208616779979,366.7665,366.81473,0.40890153105607147,366.1,367.4836,-0.7171000000000163,0.6666666666666666,0.020529365079332472,356.43,356.9372866666667,0.40311963297375214,355.8916,357.5,0.5384000000000242,1.0,0.023746071428573063,-6.4447,-6.595649999999999,0.07371428965946847,-6.6904,-6.4447,0.24570000000000025,0.6666666666666666,0.01755102040816361
2024-01-21 07:00:00,8.1,2.2,1.98,0,2.2,,,1.4,,0.05,1186.1616,1188.1961,1.3263509037958763,1186.1616,1189.722,-3.5604000000000724,0.3333333333333333,-0.5086323529413379,1652.4103,1652.35284,0.3077555497468614,1651.8652,1652.7711,0.5451000000000477,0.3333333333333333,0.07884999999974526,12.7276,12.82722,0.06595375349439922,12.7276,12.8846,-0.15399999999999991,0.3333333333333333,-0.024376470588236627,84.7555,84.7114,0.02843406407814395,84.6788,84.7555,0.07670000000000243,0.3333333333333333,0.0109029411764613,42.3976,42.39904,0.004138888739746917,42.3945,42.4067,0.003099999999996328,0.3333333333333333,0.0007911764705855054,99.1777,99.20154,0.01226044044885822,99.1777,99.2124,-0.026299999999991996,0.3333333333333333,-0.003505882352949175,73.3523,73.34644,0.007837499601273964,73.3331,73.356,0.019199999999997885,0.3333333333333333,0.001679411764700691,74.0242,74.07324,0.036475997587458314,74.0242,74.1092,-0.08500000000000796,0.3333333333333333,-0.013288235294124887,71.886,71.92488,0.02780585549843919,71.886,71.962,-0.07600000000000762,0.3333333333333333,-0.007247058823536128,117.0964,117.16096,0.8652758649124564,116.2592,118.7702,0.0020999999999986585,0.3333333333333333,-0.02989705882352972,65.9146,70.70871333333335,2.655171699624882,65.9146,75.1138,-6.454000000000008,1.0,-0.30769714285714544,53829.8984,53835.669519999996,8.125633690833258,53825.3789,53848.0039,-18.105500000005122,0.3333333333333333,-0.9951823529466565,3020.9739,3020.47126,0.41234389822083306,3020.0547,3020.9739,0.7539000000001579,0.3333333333333333,0.1425735294114763,6689.5469,6698.691500000001,6.618583197331538,6689.5469,6706.79,-17.243099999999686,0.3333333333333333,-2.2899470588245956,323.79,324.79301999999996,1.1656079605081635,323.1311,326.2305,-1.296199999999999,0.3333333333333333,0.010967647058805891,370.6182,370.88568,0.3856399429519568,370.3498,371.4317,-0.23239999999998417,0.3333333333333333,-0.09315588235299829,359.1618,359.3984666666667,0.1460851562920993,359.1618,359.6352,-0.4733999999999696,1.0,-0.0338121428571502,-7.7414,-7.46816,0.1617650716316719,-7.7414,-7.28,-0.3921999999999999,0.3333333333333333,-0.04170588235294063
2024-01-21 15:00:00,8.3,2.23,2.02,1,2.23,,,1.4,,0.05,1204.5164,1204.9292500000001,1.1508252354289468,1204.0283,1206.9,-2.383600000000115,0.26666666666666666,-0.4513566265059845,3078.3008,3078.3008,0.0,3078.3008,3078.3008,0.0,0.26666666666666666,2.072930810020588e-13,31.602,28.3719,3.500870683844235,22.5627,31.602,9.0393,0.26666666666666666,1.5353156626506026,86.8535,86.82655,0.028103780884428893,86.7799,86.8535,0.073599999999999,0.26666666666666666,0.012334939759039506,39.7922,39.786300000000004,0.0035825968235357417,39.7831,39.7922,0.00840000000000174,0.26666666666666666,0.0010409638554222033,99.2314,99.222025,0.00775705324204512,99.2104,99.2314,0.020999999999986585,0.26666666666666666,0.00333132530121433,74.3962,74.3939,0.02165167430015685,74.3654,74.4259,-0.02970000000000539,0.26666666666666666,-0.007320481927705179,74.5928,74.598725,0.012581012479126744,74.5877,74.6201,0.005099999999998772,0.26666666666666666,0.002584337349399053,72.3935,72.38405,0.006956112420021662,72.3739,72.3935,0.008400000000008845,0.26666666666666666,0.0006915662650651427,115.3577,115.58765,1.0829357933414123,113.9116,116.6199,-1.262200000000007,0.26666666666666666,-0.17904337349397162,74.82,73.07352666666665,4.505640242254392,65.7579,82.3043,0.084699999999998,1.0,0.26340999999999737,53990.707,53994.11525,3.4505110856945462,53990.707,53999.7969,-9.089899999999034,0.26666666666666666,-1.5149710843330604,3092.6465,3091.8875749999997,0.7681824307251912,3090.6228,3092.6465,2.023699999999735,0.26666666666666666,0.33727590361462,6670.0801,6706.817999999999,21.497031755686688,6670.0801,6724.6206,-47.34810000000016,0.26666666666666666,-4.728385542168441,321.1049,321.46905000000004,0.7447023650425819,320.43,322.2746,-0.9618000000000393,0.26666666666666666,-0.20038313253011544,365.9602,365.945075,0.40752497699527607,365.56,366.603,-0.6428000000000225,0.26666666666666666,-0.13924939759035995,355.36,355.33285333333333,0.3644643318015579,354.82,355.9801,0.0,1.0,0.01716499999998712,-8.36,-8.36,0.0,-8.36,-8.36,0.0,0.26666666666666666,-1.2146078964964382e-15
2024-01-21 23:00:00,8.2,2.22,2.0,1,2.22,,,1.4,,0.05,1225.0347,1225.538057142857,2.0424748915100164,1223.2935,1228.4749,-3.2971000000000004,0.4666666666666667,-0.27571547131151064,3078.3008,3078.3008000000004,4.547473508864641e-13,3078.3008,3078.3008,0.0,0.4666666666666667,-8.9183292920181e-14,33.1119,33.85301428571429,0.4902118067837659,33.1119,34.5032,-1.391300000000001,0.4666666666666667,-0.10969866803278804,84.4756,84.88544285714286,0.24918399889664256,84.4756,85.1994,-0.7237999999999971,0.4666666666666667,-0.05544405737704898,40.3114,40.31414285714286,0.007661938796574101,40.3026,40.3244,0.003999999999997783,0.4666666666666667,0.001017827868851681,98.9367,98.95457142857143,0.05835550443581827,98.9047,99.0598,-0.12309999999999377,0.4666666666666667,-0.009364959016395745,73.6391,73.66138571428573,0.016426670697498747,73.6391,73.6839,-0.02020000000000266,0.4666666666666667,-0.0009630122950827301,73.6814,73.68068571428572,0.01990824872627059,73.6635,73.7214,-0.015300000000010527,0.4666666666666667,-0.00014036885246075526,71.8177,71.78752857142857,0.02417777694411158,71.7457,71.8188,0.07200000000000273,0.4666666666666667,0.003972950819672266,115.0193,115.73475714285715,0.6756602714744877,114.6678,116.5471,-1.4588999999999999,0.4666666666666667,0.006087602459015914,74.9735,72.70129333333333,2.8579209808219392,69.6775,78.3713,4.424900000000008,1.0,0.30226499999999984,53528.9219,53511.72601428571,10.589884105723563,53495.5938,53528.9219,6.152399999999034,0.4666666666666667,0.609334733606028,3159.7832,3158.7723857142855,1.0094461203036007,3156.7632,3159.7832,1.92679999999973,0.4666666666666667,0.20137069672108007,6629.0107,6629.075757142857,6.7683466573364095,6615.6997,6638.6997,2.904700000000048,0.4666666666666667,0.5970195696719283,322.1424,321.09682857142855,0.928905386100515,319.6054,322.1424,1.172399999999982,0.4666666666666667,0.029720901639342042,367.5702,367.3939285714286,0.2656984150406294,366.8366,367.71,0.05880000000001928,0.4666666666666667,-0.012885860655747254,355.244,356.21389999999997,0.4593455431371893,355.244,356.8569,-0.6061999999999443,1.0,-0.026793571428560974,-9.43,-9.551114285714286,0.19719088959375283,-9.9419,-9.43,0.0,0.4666666666666667,-0.006636885245901601
2024-01-22 07:00:00,8.3,2.2,2.02,1,2.2,0.29,,1.3,30.8,0.05,1223.7427,1218.6454714285715,5.353070518527356,1208.6357,1226.1256,2.50669999999991,0.4666666666666667,-0.5517431701031221,3078.3008,3078.3008000000004,4.547473508864641e-13,3078.3008,3078.3008,0.0,0.4666666666666667,-7.929495864833777e-14,40.9873,40.9873,0.0,40.9873,40.9873,0.0,0.4666666666666667,-1.2389837288802776e-15,85.0524,84.545,0.27389716005412434,84.3506,85.0524,0.7018000000000058,0.4666666666666667,0.06179213917525618,39.7757,39.91865714285715,0.08448533020831674,39.7757,39.9879,-0.21220000000000283,0.4666666666666667,-0.01991533505154657,99.1417,99.1276,0.013241924762985026,99.1067,99.1417,0.03499999999999659,0.4666666666666667,0.003185180412365843,73.3336,73.39402857142859,0.0319292393666151,73.3336,73.4381,-0.05480000000000018,0.4666666666666667,-0.0043256443298985816,73.2259,73.26644285714288,0.017405570302380352,73.2259,73.2835,-0.05760000000000787,0.4666666666666667,-0.0027697164948480655,71.2036,71.21788571428571,0.013523147200415121,71.197,71.2415,-0.01470000000000482,0.4666666666666667,-0.001660567010308891,115.8712,115.71982857142858,0.5829265616924069,114.8057,116.8931,0.4502999999999986,0.4666666666666667,0.10405438144329766,72.2119,73.76718000000001,4.417084022776412,67.1756,80.0427,-7.046499999999995,1.0,-0.10504285714285808,53587.0273,53333.56582857144,157.51664460381747,53207.2227,53587.0273,341.38670000000275,0.4666666666666667,34.66997590206111,3170.2266,3170.3540000000003,0.11188680504349942,3170.2266,3170.5125,-0.001900000000205182,0.4666666666666667,-0.0028865979383133804,6649.1724,6646.9080571428585,1.5384027949767645,6644.9199,6649.1724,4.252500000000509,0.4666666666666667,0.3865780927834248,323.7515,323.62184285714284,0.8962332809473031,321.739,324.9302,0.22350000000000136,0.4666666666666667,-0.07249458762887348,369.835,369.5327571428571,0.37940583570006875,368.8272,369.86,1.0077999999999747,0.4666666666666667,0.05448943298967989,357.9439,357.87506,0.6560862949338246,357.0735,359.12,-0.5369000000000028,1.0,0.06410035714284971,-9.43,-9.856271428571429,0.1951731444808192,-9.97,-9.43,0.5400000000000009,0.4666666666666667,0.039751804123711335
2024-01-22 15:00:00,8.5,2.22,2.03,1,2.22,,,1.3,,0.05,1157.6404,1155.009825,1.8724410049117592,1152.6775,1157.6404,4.9628999999999905,0.26666666666666666,0.26407708737861296,3078.3359,3078.3359,0.0,3078.3359,3078.3359,0.0,0.26666666666666666,-1.4109425366066507e-13,40.9873,40.9873,0.0,40.9873,40.9873,0.0,0.26666666666666666,-2.2045977134478917e-15,86.53,86.531675,0.003191688424642438,86.5276,86.5361,0.0023999999999944066,0.26666666666666666,0.0003640776698998038,39.574,39.569900000000004,0.018306419639023675,39.5391,39.5863,0.034900000000000375,0.26666666666666666,0.0030143689320377724,98.9368,98.967,0.04246056994435929,98.9368,99.0402,-0.1033999999999935,0.26666666666666666,-0.007481165048547895,73.7316,73.73425,0.01571631318089542,73.7155,73.7591,-0.02750000000000341,0.26666666666666666,-0.0025029126213612896,74.0268,74.01965,0.009493550442271691,74.0066,74.0304,0.02019999999998845,0.26666666666666666,0.0014108737864039545,72.0918,72.045725,0.04780101332607938,71.9675,72.0918,0.12430000000000518,0.26666666666666666,0.008238640776697588,108.4619,109.4544,1.2377003130806763,108.0697,111.09,-1.734099999999998,0.26666666666666666,-0.09529242718447035,77.7758,71.57111333333333,5.126441189345902,60.4641,77.7758,10.849699999999999,1.0,-0.23500964285714213,51124.4336,51228.068349999994,171.12947842469282,51124.4336,51524.4258,-399.9922000000006,0.26666666666666666,-29.97168038835087,2901.9634,2903.634825,2.1423305468286364,2901.9634,2907.3015,-5.33809999999994,0.26666666666666666,-0.37348330097101456,6357.4604,6342.9509,12.070662568185814,6323.9297,6357.4604,33.53070000000025,0.26666666666666666,2.0127821359221945,320.1894,321.67375,1.0283308647998466,320.1894,323.025,-1.241200000000049,0.26666666666666666,0.002526990291248252,366.8704,366.748425,0.16196898429946058,366.5439,366.9394,0.32650000000001,0.26666666666666666,0.022440582524254918,355.371,355.94828666666666,0.32797742578144357,355.371,356.5619,-0.15170000000000528,1.0,0.0446478571428463,-9.97,-9.97,0.0,-9.97,-9.97,0.0,0.26666666666666666,5.511494283619729e-16
2024-01-22 23:00:00,8.6,2.21,2.01,1,2.21,0.18,,1.3,31.2,0.05,1172.3807,1171.2529857142856,0.7512444616930288,1170.2098,1172.3807,2.170899999999847,0.4666666666666667,0.19735591549301912,3078.3359,3078.3359000000005,4.547473508864641e-13,3078.3359,3078.3359,0.0,0.4666666666666667,7.916135289437892e-14,40.4308,40.45188571428571,0.014042428419557159,40.4308,40.4714,-0.040600000000004854,0.4666666666666667,-0.003689014084506646,84.1518,84.08651428571429,0.04351043975124781,84.0261,84.1518,0.12569999999999482,0.4666666666666667,0.011430422535217337,40.8158,40.80934285714286,0.004286476122763346,40.8034,40.8158,0.012399999999999523,0.4666666666666667,0.0011260563380300537,99.0146,98.98022857142857,0.022860740788255906,98.9485,99.0146,0.06610000000000582,0.4666666666666667,0.006005633802817608,68.7566,68.78184285714285,0.01682012885485149,68.7566,68.8052,-0.048599999999993315,0.4666666666666667,-0.004418732394364522,70.0158,70.03257142857144,0.011196646728336068,70.0158,70.0481,-0.032300000000006435,0.4666666666666667,-0.0029414084507023643,68.7279,68.77454285714286,0.031070006535602174,68.7279,68.8177,-0.08979999999999677,0.4666666666666667,-0.008162253521123344,111.191,111.41872857142859,0.15169945582618025,111.191,111.6294,-0.43840000000000146,0.4666666666666667,-0.03985225352112584,70.8223,71.93899333333333,0.6892206018072554,70.8223,73.0557,-2.233400000000003,1.0,-0.15952357142857404,51922.707,51871.22378571429,34.295114620075076,51823.6016,51922.707,99.10540000000037,0.4666666666666667,9.009509014086923,2863.9014,2863.9958999999994,0.06292169737048582,2863.9014,2864.0833,-0.18189999999958673,0.4666666666666667,-0.01652985915480128,6379.064,6375.386514285713,2.4497297783508545,6371.9849,6379.064,7.079099999999926,0.4666666666666667,0.6435570422537645,320.7999,320.65567142857145,0.09609600429161967,320.5222,320.7999,0.27769999999998163,0.4666666666666667,0.025244929577462043,366.7531,366.56987142857145,0.12203252159375966,366.4004,366.7531,0.3527000000000271,0.4666666666666667,0.03205859154931505,354.82,354.81999999999994,5.684341886080802e-14,354.82,354.82,0.0,1.0,0.0,-9.97,-9.97,0.0,-9.97,-9.97,0.0,0.4666666666666667,-2.0614935649577844e-16
2024-01-23 07:00:00,8.7,2.17,1.99,1,2.17,0.17,,1.4,31.3,0.05,1183.9985,1183.3918374999998,2.739821364130082,1179.162,1187.6571,-1.8897000000001754,0.5333333333333333,-0.19823011695910708,3078.3359,3078.3359,0.0,3078.3359,3078.3359,0.0,0.5333333333333333,-1.799109141017981e-13,18.0617,18.063850000000002,0.0012124355652987217,18.0617,18.0654,-0.003700000000002035,0.5333333333333333,-0.00037076023391819783,83.8122,83.84938749999999,0.020464385985165326,83.8122,83.8795,-0.06729999999998881,0.5333333333333333,-0.006212573099415722,40.3465,40.373487499999996,0.015047461372272402,40.3465,40.3939,-0.04740000000000322,0.5333333333333333,-0.004584502923976518,98.7427,98.7585,0.008981647955693844,98.7427,98.7702,-0.02750000000000341,0.5333333333333333,-0.002747368421057316,67.487,67.497175,0.025151925870593634,67.4608,67.5431,-0.056100000000000705,0.5333333333333333,-0.0019573099415222,69.049,69.078225,0.02204335217248016,69.049,69.1074,-0.04359999999999786,0.5333333333333333,-0.004329239766082125,67.2635,67.309575,0.020352380081947896,67.2635,67.331,-0.06750000000000966,0.5333333333333333,-0.005263742690060931,114.0958,112.73895,1.807130245029392,110.8535,116.475,3.2423,0.5333333333333333,0.46084444444443956,75.0832,72.31744,5.0948581923085285,59.9855,79.3434,-2.0726999999999975,1.0,0.07065499999999979,51697.4336,51742.18995,21.65729463627777,51697.4336,51769.1953,-71.76170000000275,0.5333333333333333,-6.482374269008313,2963.8018,2967.1471250000004,3.6651420036439073,2961.8137,2972.0466,-8.244799999999941,0.5333333333333333,-0.9632532163742642,6387.6323,6395.874825000001,8.111077149144634,6385.8125,6410.939,-9.244700000000194,0.5333333333333333,-1.768438011696132,327.947,327.743925,0.1154400899817784,327.5938,327.947,0.3532000000000153,0.5333333333333333,0.03531169590641798,371.9745,371.129275,0.35596736771085397,370.94,371.9745,1.03449999999998,0.5333333333333333,0.09061111111109006,359.4416,359.67776666666674,0.1457472317251953,359.4416,359.9139,-0.47230000000001837,1.0,-0.033733928571436034,-9.97,-9.97,0.0,-9.97,-9.97,0.0,0.5333333333333333,1.1712950136835813e-16
